HGNC approved symbol	HGNC approved name	UniProt ID (human)	Pfam domains	UniProt ID (mouse)	Function	Modification	Protein complex	Target entity	Product
RUVBL1	RuvB-like AAA ATPase 1	RUVB1_HUMAN	TIP49 PF06068 14-368, TIP49_C PF17856 374-439	RUVB1_MOUSE	Chromatin remodeling, Histone modification write	Histone phosphorylation	Ino80, SWR, NuA4, NuA4-related complex, CHD8, MLL2/3, MLL4/WBP7, SRCAP	#	#
RUVBL2	RuvB-like AAA ATPase 2	RUVB2_HUMAN	TIP49 PF06068 21-364, TIP49_C PF17856 370-435	RUVB2_MOUSE	Chromatin remodeling cofactor	#	Ino80, SWR, NuA4, NuA4-related complex, CHD8, MLL2/3, MLL4/WBP7, SRCAP	#	#
RYBP	RING1 and YY1 binding protein	RYBP_HUMAN	zf-RanBP PF00641 22-45, YAF2_RYBP PF17219 146-178	RYBP_MOUSE	Polycomb group (PcG) protein	#	BCOR, RING2-L3MBTL2, RING2-FBRS	#	#
SAFB	scaffold attachment factor B	SAFB1_HUMAN	SAP PF02037 31-65, RRM_1 PF00076 408-478	SAFB1_MOUSE	Chromatin remodeling	#	#	#	#
SAP130	Sin3A-associated protein, 130kDa	SP130_HUMAN	SAP130_C PF16014 654-1033	SP130_MOUSE	Histone modification erase cofactor	Histone acetylation	#	#	#
SAP18	Sin3A-associated protein, 18kDa	SAP18_HUMAN	SAP18 PF06487 21-137	SAP18_MOUSE	Histone modification erase cofactor	Histone acetylation	mSin3A	#	#
SAP25	Sin3A-associated protein, 25kDa	SAP25_HUMAN	SAP25 PF15476 17-193	SAP25_MOUSE	Histone modification erase cofactor	Histone acetylation	#	#	#
SAP30	Sin3A-associated protein, 30kDa	SAP30_HUMAN	zf-SAP30 PF13866 64-134, SAP30_Sin3_bdg PF13867 153-205	SAP30_MOUSE	Histone modification erase cofactor	Histone acetylation	mSin3A, mSin3A-like complex	#	#
SAP30L	SAP30-like	SP30L_HUMAN	zf-SAP30 PF13866 26-95, SAP30_Sin3_bdg PF13867 114-166	SP30L_MOUSE	Histone modification erase cofactor	Histone acetylation	#	#	#
SATB1	SATB homeobox 1	SATB1_HUMAN	ULD PF16534 72-169, CUTL PF16557 177-248, CUT PF02376 371-446 493-568, Homeodomain PF00046 646-701	SATB1_MOUSE	Chromatin remodeling cofactor	#	#	#	#
SATB2	SATB homeobox 2	SATB2_HUMAN	ULD PF16534 58-155, CUTL PF16557 162-234, CUT PF02376 360-435 482-557, Homeodomain PF00046 615-671	SATB2_MOUSE	Chromatin remodeling cofactor	#	#	#	#
SCMH1	sex comb on midleg homolog 1 (Drosophila)	SCMH1_HUMAN	MBT PF02820 62-129 171-236, RBR PF17208 269-333, SLED PF12140 357-471, SAM_1 PF00536 592-656	SCMH1_MOUSE	Polycomb group (PcG) protein	#	PRC1	#	#
SCML2	sex comb on midleg-like 2 (Drosophila)	SCML2_HUMAN	MBT PF02820 67-134 176-241, RBR PF17208 281-321, SLED PF12140 355-464, SAM_1 PF00536 628-695	#	Polycomb group (PcG) protein	#	PRC1	#	#
SCML4	sex comb on midleg-like 4 (Drosophila)	SCML4_HUMAN	RBR PF17208 1-61, SLED PF12140 96-207, SAM_1 PF00536 343-410	SCML4_MOUSE	Polycomb group (PcG) protein	#	#	#	#
SENP1	SUMO1/sentrin specific peptidase 1	SENP1_HUMAN	Peptidase_C48 PF02902 464-638	SENP1_MOUSE	Histone modification erase cofactor	Histone sumoylation	#	H4	#
SENP3	SUMO1/sentrin/SMT3 specific peptidase 3	SENP3_HUMAN	SENP3_5_N PF19722 306-387, Peptidase_C48 PF02902 400-570	SENP3_MOUSE	Histone modification erase, Histone modification write cofactor	Histone sumoylation, Histone acetylation	CHD8, MLL2/3, MLL4/WBP7	H3	H3ac
SET	SET nuclear proto-oncogene	SET_HUMAN	NAP PF00956 92-234	SET_MOUSE	Histone modification	#	#	#	#
SETD1A	SET domain containing 1A	SET1A_HUMAN	RRM_1 PF00076 97-166, N-SET PF11764 1419-1559, SET PF00856 1580-1685	#	Histone modification write	Histone methylation	COMPASS	H3K4	H3K4me
SETD1B	SET domain containing 1B	SET1B_HUMAN	RRM_1 PF00076 104-175, N-SET PF11764 1676-1821, SET PF00856 1839-1944	SET1B_MOUSE	Histone modification write	Histone methylation	COMPASS	H3K4	H3K4me
SETD2	SET domain containing 2	SETD2_HUMAN	AWS PF17907 1513-1547, SET PF00856 1561-1667, WW PF00397 2391-2421, SRI PF08236 2471-2552	SETD2_MOUSE	Histone modification write	Histone methylation	#	H3K36me2	H3K36me3
SETD3	SET domain containing 3	SETD3_HUMAN	SET PF00856 105-314, Rubis-subs-bind PF09273 345-475	SETD3_MOUSE	Histone modification write	Histone methylation	#	H3K36	H3K36me
SETD5	SET domain containing 5	SETD5_HUMAN	SET PF00856 285-389	SETD5_MOUSE	Histone modification write	Histone methylation	#	#	#
SETD6	SET domain containing 6	SETD6_HUMAN	SET PF00856 75-286, Rubis-subs-bind PF09273 328-465	SETD6_MOUSE	Chromatin remodeling, Histone modification write	Histone methylation	#	#	#
SETD7	SET domain containing (lysine methyltransferase) 7	SETD7_HUMAN	MORN PF02493 19-34 36-58 60-81, domain PF22648 110-184, SET PF00856 227-336	SETD7_MOUSE	Histone modification write	Histone methylation	#	H3K4	H3K4me1
SETD8	SET domain containing (lysine methyltransferase) 8	SETD8_HUMAN	SET PF00856 268-378	SETD8_MOUSE	Histone modification write	Histone methylation	#	H4K20	H4K20me1
SETDB1	SET domain, bifurcated 1	SETB1_HUMAN	DUF5604 PF18300 193-250, Tudor_5 PF18359 258-311, Tudor_4 PF18358 348-398, MBD PF01429 596-667, Pre-SET PF05033 683-798, SET PF00856 1199-1266	SETB1_MOUSE	Histone modification write	Histone methylation	#	H3K9	H3K9me3
SETDB2	SET domain, bifurcated 2	SETB2_HUMAN	MBD PF01429 163-229, Pre-SET PF05033 247-359, SET PF00856 623-694	SETB2_MOUSE	Histone modification write	Histone methylation	#	H3K9	H3K9me3
SETMAR	SET domain and mariner transposase fusion gene	SETMR_HUMAN	Pre-SET PF05033 28-132, SET PF00856 148-263, HTH_48 PF17906 346-392, Transposase_1 PF01359 502-581	SETMR_MOUSE	Histone modification write	Histone methylation	#	H3K4, H3K36	H3K4me, H3K36me
SF3B1	splicing factor 3b, subunit 1, 155kDa	SF3B1_HUMAN	SF3b1 PF08920 327-453, domain PF22646 1086-1158	SF3B1_MOUSE	RNA modification	#	B-WICH	#	#
SF3B3	splicing factor 3b, subunit 3, 130kDa	SF3B3_HUMAN	MMS1_N PF10433 77-591, CPSF_A PF03178 863-1180	SF3B3_MOUSE	RNA modification	#	#	#	#
SFMBT1	Scm-like with four mbt domains 1	SMBT1_HUMAN	MBT PF02820 54-121 166-234 279-351 388-454, SLED PF12140 501-616, SAM_1 PF00536 793-857	SMBT1_MOUSE	Polycomb group (PcG) protein	#	SCL	H4K20	#
SFMBT2	Scm-like with four mbt domains 2	SMBT2_HUMAN	MBT PF02820 78-146 191-258 301-375 411-478, SLED PF12140 529-642, SAM_1 PF00536 823-885	SMBT2_MOUSE	Histone modification read, Polycomb group (PcG) protein, TF	TF repressor	#	H3K9me2, H3K9me3, H3K27me3, H4K20me2, H4K20me3	H3, H4
SFPQ	splicing factor proline/glutamine-rich	SFPQ_HUMAN	RRM_1 PF00076 299-363 374-432, NOPS PF08075 444-496	SFPQ_MOUSE	Chromatin remodeling cofactor, RNA modification, TF	TF repressor	#	#	#
SFSWAP	Splicing factor, suppressor of white-apricot homolog (Splicing factor, arginine/serine-rich 8) (Suppressor of white apricot protein homolog)	SFSWA_HUMAN	DRY_EERY PF09750 34-153, Surp PF01805 210-255 458-502	SFSWA_MOUSE	RNA modification	Alternative splicing	#	mRNA	#
SHPRH	SNF2 histone linker PHD RING helicase, E3 ubiquitin protein ligase	SHPRH_HUMAN	SNF2-rel_dom PF00176 307-985, Linker_histone PF00538 440-512, SHPRH_helical-1st PF21325 1003-1099, SHPRH_helical-2nd PF21324 1135-1361, zf-RING_UBOX PF13445 1432-1478, Helicase_C PF00271 1514-1622	SHPRH_MOUSE	Histone modification write cofactor	Histone ubiquitination	#	#	#
SIN3A	SIN3 transcription regulator family member A	SIN3A_HUMAN	PAH PF02671 142-186 323-380 478-522, Sin3_corepress PF08295 551-647, Sin3a_C PF16879 885-1192	SIN3A_MOUSE	Histone modification erase cofactor, TF	Histone acetylation, TF activator, TF repressor	SWI/SNF_Brg1(I), SWI/SNF_Brm, mSin3A, mSin3A-like complex	DNA motif	#
SIN3B	SIN3 transcription regulator family member B	SIN3B_HUMAN	PAH PF02671 60-104 182-235 322-366, Sin3_corepress PF08295 394-447 435-521, Sin3a_C PF16879 775-1081	SIN3B_MOUSE	Histone modification erase cofactor, TF	Histone acetylation, TF repressor	mSin3A	DNA motif	#
SIRT1	sirtuin 1	SIR1_HUMAN	SIR2 PF02146 261-447	SIR1_MOUSE	Histone modification erase, Histone modification write cofactor	Histone acetylation, Histone methylation	eNoSc	H1K26ac, H3K9ac, H4K16ac	H1K26, H3K9, H4K16
SIRT2	sirtuin 2	SIR2_HUMAN	SIR2 PF02146 84-268	SIR2_MOUSE	Histone modification erase, Histone modification write cofactor	Histone acetylation, Histone methylation	#	H3K18ac, H3K56ac, H4K16ac, H4K20me1	H3K18, H3K56, H4K16, H4K20me2, H4K20me3
SIRT6	sirtuin 6	SIR6_HUMAN	SIR2 PF02146 85-221	SIR6_MOUSE	Histone modification erase	Histone acetylation	#	H3K9ac, H3K56ac	H3K9, H3K56
SIRT7	sirtuin 7	SIR7_HUMAN	SIR2 PF02146 140-273	SIR7_MOUSE	Histone modification erase	Histone acetylation	B-WICH	H3K18ac	H3K18
SKP1	S-phase kinase-associated protein 1	SKP1_HUMAN	Skp1_POZ PF03931 3-68, Skp1 PF01466 113-160	SKP1_MOUSE	Histone modification write cofactor	Histone ubiquitination	BCOR	#	#
SLU7	Pre-mRNA-splicing factor SLU7 (hSlu7)	SLU7_HUMAN	Slu7 PF11708 160-432	SLU7_MOUSE	RNA modification	Alternative splicing	#	mRNA	#
SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	SMCA1_HUMAN	SNF2-rel_dom PF00176 186-465, Helicase_C PF00271 487-612, HAND PF09110 758-856, SLIDE PF09111 911-1028	SMCA1_MOUSE	Chromatin remodeling, Histone modification erase	Histone acetylation	NuRF, CERF, CERF	#	#
SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	SMCA2_HUMAN	QLQ PF08880 174-208, HSA PF07529 438-508, BRK PF07533 591-633, SNF2-rel_dom PF00176 727-1021, Helicase_C PF00271 1051-1164, SnAC PF14619 1259-1326, Bromodomain PF00439 1421-1489	SMCA2_MOUSE	Histone modification read, TF	TF activator	BAF, nBAF, npBAF, WINAC, bBAF, SWI/SNF BRM-BRG1	H3, DNA motif	#
SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	SMCA4_HUMAN	QLQ PF08880 172-205, HSA PF07529 461-532, BRK PF07533 612-653, SNF2-rel_dom PF00176 754-1051, Helicase_C PF00271 1081-1194, SnAC PF14619 1321-1388, Bromodomain PF00439 1477-1547	SMCA4_MOUSE	Histone modification read, TF	TF activator	BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brg1(II), SWI/SNF_Brm, SWI/SNF-like_EPAFa, WINAC, SWI/SNF-like EPAFB, bBAF, SWI/SNF BRM-BRG1, CREST-BRG1	H3, H4	#
SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	SMCA5_HUMAN	SNF2-rel_dom PF00176 183-462, Helicase_C PF00271 484-597, HAND PF09110 743-841, SLIDE PF09111 897-1011	SMCA5_MOUSE	Chromatin remodeling	#	ACF, B-WICH, RSF, CHRAC, NoRC	#	#
SMARCAD1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	SMRCD_HUMAN	SNF2-rel_dom PF00176 500-786, Helicase_C PF00271 855-967	SMRCD_MOUSE	Chromatin remodeling	#	#	#	#
SMARCAL1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a-like 1	SMAL1_HUMAN	HARP PF07443 245-304 344-397, SNF2-rel_dom PF00176 439-688, Helicase_C PF00271 714-822	SMAL1_MOUSE	Chromatin remodeling	#	#	#	#
SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	SNF5_HUMAN	INI1_DNA-bd PF21459 12-104, SNF5 PF04855 180-373	SNF5_MOUSE	Histone modification read	#	BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brg1(II), SWI/SNF_Brm, SWI/SNF-like_EPAFa, WINAC, SWI/SNF-like EPAFB, bBAF, SWI/SNF BRM-BRG1	H3K56	#
SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	SMRC1_HUMAN	SWIRM-assoc_2 PF16496 31-165, SWIRM PF04433 459-537, Myb_DNA-binding PF00249 622-664, SWIRM-assoc_3 PF16498 705-772, SWIRM-assoc_1 PF16495 872-952	SMRC1_MOUSE	Chromatin remodeling cofactor	#	BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brg1(II), SWI/SNF_Brm, SWI/SNF-like_EPAFa, WINAC, SWI/SNF-like EPAFB, bBAF, SWI/SNF BRM-BRG1	#	#
SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2	SMRC2_HUMAN	SWIRM-assoc_2 PF16496 5-137, SWIRM PF04433 434-512, Myb_DNA-binding PF00249 600-642, SWIRM-assoc_3 PF16498 683-748, SWIRM-assoc_1 PF16495 864-945	SMRC2_MOUSE	Chromatin remodeling cofactor	#	BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brg1(II), SWI/SNF_Brm, SWI/SNF-like_EPAFa, WINAC, SWI/SNF-like EPAFB, bBAF, SWI/SNF BRM-BRG1	#	#
SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	SMRD1_HUMAN	SWIB PF02201 294-364	SMRD1_MOUSE	Chromatin remodeling	#	BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brm, SWI/SNF-like_EPAFa, WINAC, SWI/SNF-like EPAFB, SWI/SNF BRM-BRG1	#	#
SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2	SMRD2_HUMAN	SWIB PF02201 310-379	SMRD2_MOUSE	Chromatin remodeling cofactor	#	BAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brm, SWI/SNF-like EPAFB, bBAF, SWI/SNF BRM-BRG1	#	#
SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	SMRD3_HUMAN	SWIB PF02201 262-333	SMRD3_MOUSE	Chromatin remodeling cofactor	#	BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brm, SWI/SNF BRM-BRG1	#	#
SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	SMCE1_HUMAN	HMG_box PF00505 66-134	SMCE1_MOUSE	Chromatin remodeling cofactor	#	BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brg1(II), SWI/SNF_Brm, SWI/SNF-like_EPAFa, WINAC, SWI/SNF-like EPAFB, bBAF	#	#
SMEK1	SMEK homolog 1, suppressor of mek1 (Dictyostelium)	P4R3A_HUMAN	domain PF22972 5-101, PP4R3 PF04802 141-645	P4R3A_MOUSE	Histone modification erase cofactor	Histone phosphorylation	PPP4C-PPP4R2-PPP4R3A	H2AFX	#
SMEK2	SMEK homolog 2, suppressor of mek1 (Dictyostelium)	P4R3B_HUMAN	domain PF22972 5-101, PP4R3 PF04802 144-682	P4R3B_MOUSE	Histone modification erase cofactor	Histone phosphorylation	#	H2AFX	#
SMYD1	SET and MYND domain containing 1	SMYD1_HUMAN	SET PF00856 18-252, zf-MYND PF01753 52-90	SMYD1_MOUSE	Histone modification write	Histone methylation	#	H3K4	H3K4me
SMYD2	SET and MYND domain containing 2	SMYD2_HUMAN	SET PF00856 18-240, zf-MYND PF01753 52-90	SMYD2_MOUSE	Histone modification write	Histone methylation	#	H3K4, H3K36	H3K4me, H3K36me2
SMYD3	SET and MYND domain containing 3	SMYD3_HUMAN	SET PF00856 15-239, zf-MYND PF01753 49-87	SMYD3_MOUSE	Histone modification write	Histone methylation	#	H3K4, H3K5	H3K4me2, H3K4me3, H3K5me2, H3K5me3
SMYD4	SET and MYND domain containing 4	SMYD4_HUMAN	SET PF00856 244-574, zf-MYND PF01753 296-335	SMYD4_MOUSE	Histone modification erase cofactor	Histone acetylation	#	#	#
SNAI2	snail family zinc finger 2	SNAI2_HUMAN	zf-C2H2 PF00096 128-150 159-181 185-207 213-235 241-260	SNAI2_MOUSE	Histone modification erase cofactor	#	#	#	#
SP1	Sp1 transcription factor	SP1_HUMAN	zf-C2H2 PF00096 656-680 686-708	SP1_MOUSE	Chromatin remodeling, TF	TF activator, TF repressor	CREST-BRG1	DNA motif	#
SP100	SP100 nuclear antigen	SP100_HUMAN	HSR PF03172 37-146, SAND PF01342 600-678, HMG_box_2 PF09011 697-752, HMG_box PF00505 769-837	SP100_MOUSE	Chromatin remodeling cofactor	#	#	#	#
SP140	SP140 nuclear body protein	SP140_HUMAN	HSR PF03172 38-135, SAND PF01342 583-661, PHD PF00628 693-733, Bromodomain PF00439 779-833	#	Histone modification read, TF	#	#	H3	#
SPEN	spen family transcriptional repressor	MINT_HUMAN	RRM_1 PF00076 8-67 337-407 439-508 519-583, MINT_MID PF20809 2012-3467, MINT_RID PF20810 2366-2584 3009-3469, MINT_RAM7 PF20808 2654-2749, SPOC PF07744 3506-3662	MINT_MOUSE	Histone modification erase cofactor, TF	Histone acetylation, TF activator, TF repressor	#	#	#
SPOP	speckle-type POZ protein	SPOP_HUMAN	domain PF22486 33-161, BTB PF00651 191-296	SPOP_MOUSE	Histone modification write	Histone ubiquitination	#	MacroH2A1	MacroH2A1ub
SRCAP	Snf2-related CREBBP activator protein	SRCAP_HUMAN	HSA PF07529 125-195, SNF2-rel_dom PF00176 621-906, Helicase_C PF00271 2044-2156	#	Chromatin remodeling, Histone modification erase	Histone acetylation	NuA4-related complex, SRCAP	H2A.Z	#
SRRM4	Serine/arginine repetitive matrix protein 4 (Medulloblastoma antigen MU-MB-2.76) (Neural-specific serine/arginine repetitive splicing factor of 100 kDa) (Neural-specific SR-related protein of 100 kDa) (nSR100)	SRRM4_HUMAN	SRRM_C PF15230 459-521	SRRM4_MOUSE	RNA modification	Alternative splicing	#	mRNA	#
SRSF1	serine/arginine-rich splicing factor 1	SRSF1_HUMAN	RRM_1 PF00076 18-85 123-184	SRSF1_MOUSE	RNA modification	#	#	#	#
SRSF10	Serine/arginine-rich splicing factor 10 (40 kDa SR-repressor protein) (SRrp40) (FUS-interacting serine-arginine-rich protein 1) (Splicing factor SRp38) (Splicing factor, arginine/serine-rich 13A) (TLS-associated protein with Ser-Arg repeats) (TASR) (TLS-associated protein with SR repeats) (TLS-associated serine-arginine protein) (TLS-associated SR protein)	SRS10_HUMAN	RRM_1 PF00076 12-81	SRS10_MOUSE	RNA modification	Alternative splicing	#	mRNA	#
SRSF12	Serine/arginine-rich splicing factor 12 (35 kDa SR repressor protein) (SRrp35) (Splicing factor, arginine/serine-rich 13B) (Splicing factor, arginine/serine-rich 19)	SRS12_HUMAN	RRM_1 PF00076 12-81	SRS12_MOUSE	RNA modification	Alternative splicing	#	mRNA	#
SRSF3	serine/arginine-rich splicing factor 3	SRSF3_HUMAN	RRM_1 PF00076 12-77	SRSF3_MOUSE	RNA modification	#	#	#	#
SRSF6	Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6)	SRSF6_HUMAN	RRM_1 PF00076 4-64 112-177	SRSF6_MOUSE	RNA modification	Alternative splicing	#	mRNA	#
SS18L1	synovial sarcoma translocation gene on chromosome 18-like 1	CREST_HUMAN	SSXT PF05030 12-73	CREST_MOUSE	Chromatin remodeling	#	CREST-BRG1	#	#
SS18L2	synovial sarcoma translocation gene on chromosome 18-like 2	S18L2_HUMAN	SSXT PF05030 12-73	S18L2_MOUSE	Chromatin remodeling	#	#	#	#
SSRP1	structure specific recognition protein 1	SSRP1_HUMAN	POB3_N PF17292 3-96, SSrecog PF03531 105-170, PH1_SSRP1-like PF21103 197-327, Rttp106-like_middle PF08512 340-427, HMG_box PF00505 547-615, SSRP1_C PF21092 663-709	SSRP1_MOUSE	Chromatin remodeling	#	FACT	H3, H4	#
STK4	serine/threonine kinase 4	STK4_HUMAN	Pkinase PF00069 31-281, Mst1_SARAH PF11629 433-480	STK4_MOUSE	Histone modification write	Histone phosphorylation	#	H2AS14	H2BS14ph
SUDS3	suppressor of defective silencing 3 homolog (S. cerevisiae)	SDS3_HUMAN	Sds3 PF08598 61-186	SDS3_MOUSE	Histone modification erase cofactor	Histone acetylation	mSin3A	#	#
SUPT16H	suppressor of Ty 16 homolog (S. cerevisiae)	SP16H_HUMAN	FACT-Spt16_Nlob PF14826 5-167, Peptidase_M24 PF00557 182-411, SPT16 PF08644 529-689, Rttp106-like_middle PF08512 809-895, SPT16_C PF21091 929-1031	SP16H_MOUSE	Histone modification read	#	WINAC, FACT	H2A, H2B	#
SUPT3H	suppressor of Ty 3 homolog (S. cerevisiae)	SUPT3_HUMAN	TFIID-18kDa PF02269 26-115	#	Histone modification write cofactor	Histone acetylation	PCAF, SAGA, STAGA	#	#
SUPT6H	suppressor of Ty 6 homolog (S. cerevisiae)	SPT6H_HUMAN	SPT6_acidic PF14632 19-126, HTH_44 PF14641 309-424, domain PF22706 565-743, YqgF PF14639 778-931, HHH_7 PF14635 935-1038, HHH_9 PF17674 1050-1139, S1 PF00575 1227-1282, SH2_2 PF14633 1297-1515	SPT6H_MOUSE	Histone modification erase cofactor	Histone methylation	#	#	#
SUPT7L	suppressor of Ty 7 (S. cerevisiae)-like	ST65G_HUMAN	Bromo_TP PF07524 151-228	ST65G_MOUSE	Histone chaperone	#	TFTC-HAT, STAGA	#	#
SUV39H1	suppressor of variegation 3-9 homolog 1 (Drosophila)	SUV91_HUMAN	Chromo PF00385 43-91, Pre-SET PF05033 141-235, SET PF00856 255-366	SUV91_MOUSE	Histone modification write, Histone modification write	Histone methylation, Histone phosphorylation	eNoSc	H3S10, H3K9me1, H4	H3K9me3
SUV39H2	suppressor of variegation 3-9 homolog 2 (Drosophila)	SUV92_HUMAN	Chromo PF00385 47-95, Pre-SET PF05033 149-242, SET PF00856 262-373	SUV92_MOUSE	Histone modification write	Histone methylation	#	H3K9me1	H3K9me3
SUV420H1	suppressor of variegation 4-20 homolog 1 (Drosophila)	SV421_HUMAN	SET PF00856 209-308	SV421_MOUSE	Histone modification write	Histone methylation	#	H4K20	H4K20me3
SUV420H2	suppressor of variegation 4-20 homolog 2 (Drosophila)	SV422_HUMAN	SET PF00856 120-218	SV422_MOUSE	Histone modification write	Histone methylation	#	H4K20	H4K20me3
SUZ12	SUZ12 polycomb repressive complex 2 subunit	SUZ12_HUMAN	VEFS-Box PF09733 548-680	SUZ12_MOUSE	Histone modification write cofactor, Histone modification write cofactor, Polycomb group (PcG) protein, TF	Histone methylation, Histone ubiquitination, TF repressor	PRC2	DNA motif	#
SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein	HNRPQ_HUMAN	hnRNP_Q_AcD PF18360 34-103, RRM_1 PF00076 164-229 245-307 340-401	HNRPQ_MOUSE	RNA modification	mRNA editing	APOB_mRNA_editosome	mRNA	#
TADA1	transcriptional adaptor 1	TADA1_HUMAN	SAGA-Tad1 PF12767 7-107 136-193	TADA1_MOUSE	Histone chaperone	#	STAGA	H2A	#
TADA2A	transcriptional adaptor 2A	TAD2A_HUMAN	Myb_DNA-binding PF00249 74-118, domain PF22941 165-240, SWIRM PF04433 375-440	TAD2A_MOUSE	Histone modification read, TF	TF activator	PCAF, ATAC	H3	#
TADA2B	transcriptional adaptor 2B	TAD2B_HUMAN	Myb_DNA-binding PF00249 68-112, domain PF22941 164-237	#	Histone modification write cofactor	Histone acetylation	TFTC-HAT	#	#
TADA3	transcriptional adaptor 3	TADA3_HUMAN	Ada3 PF10198 311-418	TADA3_MOUSE	Histone modification write cofactor	Histone acetylation	PCAF, TFTC-HAT, ATAC, STAGA	#	#
TAF1	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa	TAF1_HUMAN	TBP-binding PF09247 27-87, DUF3591 PF12157 589-1050, zf-CCHC_6 PF15288 1282-1324, Bromodomain PF00439 1411-1492 1538-1613	TAF1_MOUSE	Histone modification write	Histone acetylation	CHD8, MLL2/3, MLL4/WBP7	H3, H4	H3ac, H4ac
TAF10	TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa	TAF10_HUMAN	TFIID_30kDa PF03540 128-177	TAF10_MOUSE	Histone chaperone, Histone modification write	Histone acetylation	PCAF, TFTC-HAT, SAGA, STAGA	H3, H4	#
TAF12	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa	TAF12_HUMAN	TFIID_20kDa PF03847 59-126	TAF12_MOUSE	Histone chaperone, Histone modification write	Histone acetylation	PCAF, STAGA	#	#
TAF1L	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 210kDa-like	TAF1L_HUMAN	TBP-binding PF09247 26-86, DUF3591 PF12157 583-1047, zf-CCHC_6 PF15288 1278-1322, Bromodomain PF00439 1409-1488 1536-1612	#	Histone modification read	#	#	H1.4ac, H2Aac, H2Bac, H3ac, H4ac	#
TAF2	TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa	TAF2_HUMAN		TAF2_MOUSE	TF	#	TFTC-HAT	DNA motif	#
TAF3	TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140kDa	TAF3_HUMAN	Bromo_TP PF07524 4-79, PHD PF00628 867-912	TAF3_MOUSE	Histone modification read	#	#	H3K4me	#
TAF4	TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa	TAF4_HUMAN	TAFH PF07531 592-680, TAF4 PF05236 833-1082	#	Histone chaperone	#	TFTC-HAT, CHD8, MLL2/3, MLL4/WBP7	#	#
TAF5	TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa	TAF5_HUMAN	TFIID_NTD2 PF04494 210-340, WD40 PF00400 466-498 535-571 577-612 618-655 660-697 703-739	TAF5_MOUSE	Histone modification write cofactor	Histone acetylation	TFTC-HAT	#	#
TAF5L	TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa	TAF5L_HUMAN	TFIID_NTD2 PF04494 66-196, WD40 PF00400 269-296 334-370 379-412 418-454 459-496 501-538	TAF5L_MOUSE	Histone modification write cofactor	Histone acetylation	PCAF, TFTC-HAT, STAGA	#	#
TAF6	TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa	TAF6_HUMAN	TAF PF02969 12-76, TAF6_C PF07571 214-399	TAF6_MOUSE	Histone chaperone	#	TFTC-HAT, CHD8, MLL2/3, MLL4/WBP7	#	#
TAF6L	TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa	TAF6L_HUMAN	TAF PF02969 10-73, TAF6_C PF07571 155-327	TAF6L_MOUSE	Histone chaperone	#	PCAF, TFTC-HAT, STAGA	#	#
